id,radius,ra,dec,transparency,stellarradius
HD 216536,376.2330000,343.2665641,44.4777303,1.8,12.50
HD 217107,20.0619000,344.5647243,-2.3954489,0.098,1.20
HD 217786,55.4847000,345.7838088,-0.4303594,0.276,1.27
HD 218566,28.8274000,347.2974170,-2.2611645,-0.452,0.86
HD 219077,29.1864000,348.5319387,-62.7018297,0.425,1.91
HD 219134,6.5312700,348.3372026,57.1696255,-0.577,0.78
HD 219139,104.9350000,348.3604055,11.0649832,1.795,11.22
HD 219415,165.1840000,348.7243579,56.7303001,0.62,2.90
HD 219828,73.1140000,349.6947029,18.6457524,0.489,1.69
HD 220689,46.8778000,351.4707282,-20.6167923,0.093,1.07
HD 221416,95.5483000,353.0331863,-21.8012007,0.712,2.94
HD 221420,31.1415000,353.3319001,-77.3853286,0.603,1.95
HD 222076,91.1538000,354.5319820,-70.9032461,0.929,4.10
HD 224538,79.0608000,359.7164302,-61.5868613,0.47,1.54
HD 224693,93.5015000,359.9749837,-22.4279999,0.61,1.93
HD 22496,13.5956000,53.7565398,-48.4178173,-1.174,0.67
HD 22532,161.1830000,53.8148478,-49.4172669,1.274,5.69
HD 231701,108.8770000,293.0176220,16.4743566,0.4,1.35
HD 233604,847.0580000,137.4535054,53.5682016,1.75,10.90
HD 233832,58.7420000,171.5196515,50.3763099,-0.523,0.74
HD 23472,39.0341000,55.4590314,-62.7672667,-0.625,0.71
HD 235088,41.1706000,300.6154535,53.3774418,-0.443,0.79
HD 23596,52.0018000,57.0018601,40.5307308,0.458,1.58
HD 238090,15.2354000,183.0886375,54.4861530,-1.154,0.57
HD 238914,519.4520000,279.5842102,59.2538819,1.85,12.73
HD 240237,933.3770000,348.9259334,58.0432233,2.49,32.00
HD 24040,46.6224000,57.5962104,17.4752873,0.276,1.38
HD 25171,55.6146000,58.9574779,-65.1863239,0.276,1.18
HD 25463,45.6181000,60.7483361,9.2077676,0.473,1.42
HD 25723,114.8160000,61.0947182,-12.7922241,1.944,13.76
HD 260655,10.0055000,99.2915429,17.5662696,-1.44,0.44
HD 2685,196.8520000,7.3289156,-76.3040320,0.668,1.56
HD 27631,50.2862000,64.9392168,-41.9606604,-0.056,1.00
HD 28254,55.2884000,66.2108141,-50.6228081,0.34,1.48
HD 284149 A,117.8070000,61.6616887,20.3030344,0.342,1.36
HD 285968,9.4704500,70.7353853,18.9533580,-1.473,0.49
HD 28678,189.9080000,67.8560643,4.5752495,1.36,6.20
HD 290327,56.4330000,80.8399887,-2.2780391,-0.14,1.00
HD 29399,44.1518000,68.3903471,-62.8237576,1.002,4.50
HD 2952,110.1030000,8.2938367,54.8948177,1.768,10.90
HD 30177,55.5867000,70.4770964,-58.0208085,0.083,1.19
HD 30562,26.1597000,72.1529519,-5.6751152,0.45,1.64
HD 30856,131.1990000,72.5745099,-24.3689282,0.996,4.20
HD 31253,58.1438000,73.6822877,12.3520103,0.517,1.71
HD 3167,47.2899000,8.7401487,4.3807215,-0.27,0.87
HD 33142,121.3750000,76.8980559,-13.9863374,1.021,4.20
HD 332231,80.6665000,306.7411340,33.7443882,0.305,1.28
HD 33283,89.8623000,77.0044889,-26.7976689,0.64,1.97
HD 33844,105.7790000,78.1505649,-14.9509775,1.183,5.51
HD 34445,46.0907000,79.4207483,7.3527156,0.303,1.38
HD 360,111.5420000,2.0729030,-8.8242618,1.742,10.86
HD 36384,209.3090000,84.9319998,75.0439884,2.589,38.40
HD 3651,11.1336000,9.8387218,21.2488844,-0.274,0.87
HD 37605,46.7864000,85.0074276,6.0595116,-0.22,0.91
HD 38529,42.3538000,86.6451363,1.1675866,0.834,2.84
HD 38801,91.4349000,86.9963141,-8.3280256,0.58,2.41
HD 39091,18.2702000,84.2992798,-80.4646041,0.16,1.10
HD 40307,12.9363000,88.5172191,-60.0237289,-0.585,0.72
HD 40956,116.5930000,91.6628015,63.4538750,1.664,8.56
HD 40979,34.0883000,91.1253346,44.2597855,0.291,1.24
HD 4203,81.3795000,11.1722288,20.4483925,0.293,1.50
HD 42618,24.3358000,93.0032173,6.7819742,-0.009,1.00
HD 42813,68.1920000,93.0578446,-14.6493167,-0.154,0.98
HD 4313,136.3080000,11.4181301,7.8450492,1.149,4.90
HD 43197,62.4112000,93.3993231,-29.8971929,-0.137,1.00
HD 43691,85.6009000,94.8946124,41.0920773,0.5,1.60
HD 44219,52.9051000,95.0599971,-10.7250799,0.26,1.32
HD 45350,46.8733000,97.1902262,38.9627315,0.141,1.26
HD 45364,34.3540000,96.4105736,-31.4810037,-0.196,0.89
HD 45652,34.8541000,97.3058709,10.9336212,-0.2,0.94
HD 4732,54.7841000,12.3085089,-24.1369079,1.118,5.03
HD 47366,84.3552000,99.4200181,-12.9856593,1.389,6.20
HD 4760,537.8730000,12.4161652,6.4071412,2.93,42.40
HD 48265,90.5446000,100.0073683,-48.5418284,0.584,2.05
HD 49674,43.0399000,102.8773483,40.8672284,-0.022,1.04
HD 50554,31.1664000,103.6782730,24.2451409,0.143,1.02
HD 52265,29.9803000,105.0746449,-5.3668142,0.297,1.10
HD 5278,57.5846000,12.5467785,-83.7437671,0.28,1.19
HD 5319,121.4050000,13.7558096,0.7893425,0.908,3.85
HD 55696,77.9693000,108.0622029,-38.1746390,0.43,1.52
HD 5583,219.2160000,14.4869460,34.9853306,1.61,9.09
HD 5608,58.1105000,14.5594349,33.9505774,1.179,5.50
HD 56414,272.2170000,107.8436846,-68.8333403,1.158,1.75
HD 5891,283.5020000,15.1383168,20.2923139,1.595,8.70
HD 60292,315.2110000,114.6201698,66.2350517,2.394,27.00
HD 6061,67.6203000,15.5981441,37.1854394,0.055,1.01
HD 62364,53.1120000,113.9052658,-75.5442707,0.433,1.40
HD 63433,22.4035000,117.4793699,27.3631342,-0.125,0.91
HD 63935,48.9739000,117.9246417,9.3852412,-0.098,0.96
HD 64121,129.9660000,117.3651424,-54.8126136,1.248,5.44
HD 65216,35.1205000,118.4209646,-63.6466892,-0.15,0.89
HD 66141,68.1509000,120.5662825,2.3350265,2.24,21.40
HD 66428,53.2817000,120.8691654,-1.1636019,0.096,1.16
HD 67087,76.5217000,121.9155672,31.5511553,0.54,1.55
HD 6718,51.3444000,16.9536005,-8.2336165,0.053,1.02
HD 68402,78.4293000,121.3474609,-74.4100732,0.068,1.02
HD 6860,61.1246900,17.4329790,35.6204990,3.224,86.40
HD 69123,75.1160000,123.5549900,-35.4899246,1.47,7.72
HD 7199,36.1531000,17.6979344,-66.1886947,-0.155,0.96
HD 72659,51.8949000,128.5128072,-1.5686323,0.336,1.36
HD 72892,69.7311000,128.7195554,-14.4574311,0.146,1.22
HD 73267,50.4093000,129.0735123,-34.4594469,-0.106,1.04
HD 73534,83.3321000,129.8153421,12.9599703,0.522,2.39
HD 73583,31.5666000,129.6883026,-13.2565267,-0.744,0.68
HD 74156,57.6030000,130.6047813,4.5772338,0.482,1.64
HD 7449,38.6620000,18.6214650,-5.0479716,0.083,1.01
HD 74698,52.0648000,130.0744755,-71.8768726,0.253,1.33
HD 75784,85.4321000,133.0992289,13.2330548,0.756,3.30
HD 75898,78.0505000,133.4611999,33.0566885,0.46,1.58
HD 76920,184.0310000,133.8203530,-67.2653621,1.38,7.47
HD 77338,45.9350000,135.3022475,-25.5282343,-0.26,0.88
HD 77946,99.4510000,136.7776440,46.6724251,0.309,1.32
HD 79181,103.3350000,137.9944736,-19.7474341,1.79,11.06
HD 7924,16.9922000,20.4956562,76.7101475,-0.434,0.78
HD 79498,48.9489000,138.7885794,23.3748792,0.03,1.05
HD 80606,66.4711000,140.6569501,50.6037764,-0.002,1.09
HD 80653,109.8600000,140.3390845,14.3678691,0.24,1.22
HD 81688,85.7183000,142.1665753,45.6009241,1.78,11.13
HD 81817,269.1260000,144.2715659,81.3263096,3.261,83.80
HD 82886,127.0610000,143.9383526,34.7805902,1.143,4.80
HD 82943,27.5902000,143.7114034,-12.1302976,0.194,1.18
HD 83443,40.8991000,144.2994103,-43.2727210,-0.102,1.00
HD 8574,44.8264000,21.3033807,28.5660169,0.376,1.41
HD 86081,103.9360000,149.0243714,-3.8083543,0.38,1.46
HD 86226,45.6830000,149.1235154,-24.0991859,0.072,1.05
HD 86264,67.8107000,149.2409308,-15.8953993,0.66,1.88
HD 8673,37.8619000,21.5378455,34.5793389,0.53,1.50
HD 86950,209.8390000,150.4066612,-17.3330699,1.56,8.80
HD 87883,18.2912000,152.1794175,34.2419984,-0.498,0.76
HD 88133,73.6123000,152.5319349,18.1857284,0.497,2.03
HD 89307,32.0104000,154.5874958,12.6209392,0.113,1.01
HD 89345,132.3450000,154.6710977,10.1288464,0.356,1.66
HD 89744,38.6364000,155.5433193,41.2289354,0.796,2.13
HD 9174,81.4893000,22.5043352,-19.6052945,0.382,1.67
HD 93963 A,82.3432000,162.7766969,25.6410650,0.098,1.04
HD 9446,50.3503000,23.3350424,29.2649187,0.041,1.00
HD 94771,57.7807000,163.9746776,-35.1145225,0.516,1.90
HD 95086,86.2279000,164.2621032,-68.6672917,0.821,1.49
HD 95089,136.9570000,164.6987480,1.7290087,1.13,4.90
HD 95127,676.5790000,164.8961152,43.8144094,2.28,20.00
HD 95338,36.9941000,164.8563364,-56.6235564,-0.31,0.87
HD 96063,140.0650000,166.1853484,-2.5132966,1.104,4.50
HD 96127,587.6590000,166.4415020,44.3015500,2.86,35.00
HD 96167,85.3006000,166.3125657,-10.2913450,0.57,1.94
HD 96992,396.0820000,167.5966158,43.9189897,1.47,7.43
HD 97048,183.8570000,167.0133422,-77.6548530,1.602,2.25
HD 97658,21.5618000,168.6376584,25.7105962,-0.45,0.74
HD 98219,113.7040000,169.4475218,-23.9754880,1.049,4.50
HD 98649,42.1727000,170.2147665,-23.2181063,-0.066,1.00
HD 98736,32.4459000,170.4549045,18.1896082,-0.22,0.93
HD 99283,111.0930000,171.4874082,55.8506653,1.81,11.21
HD 99492,18.2038000,171.6896870,3.0071331,-0.475,0.75
HD 99706,146.6000000,172.1261621,43.9662025,1.188,5.40
HIP 107773,105.1800000,327.5005089,-64.7126993,1.87,11.60
HIP 114933,101.7660000,349.2071949,-21.2033101,1.14,5.27
HIP 116454,62.4491000,353.9543517,0.4447043,-0.473,0.76
HIP 12961,23.3710000,41.6800749,-23.0860048,-1.003,0.66
HIP 14810,50.4800000,47.8092750,21.0971302,-0.01,1.07
HIP 5158,51.6026000,16.5094891,-22.4536134,-0.561,0.75
HIP 54597,39.7429000,167.6082179,-29.4143018,-0.682,0.66
HIP 56640,122.3240000,174.2008941,-37.0391349,1.05,4.93
HIP 57274,25.8618000,176.1705487,30.9576484,0.19,0.68
HIP 65 A,61.7856000,0.1856063,-54.8308228,-0.678,0.72
HIP 65891,150.2920000,202.6050857,-58.6643937,1.65,8.93
HIP 66074,35.4438000,203.1635632,75.0071038,-0.818,0.69
HIP 67522,127.2800000,207.5260010,-40.8358961,0.243,1.38
HIP 67537,116.0460000,207.5808445,-39.9008996,1.617,8.69
HIP 67851,64.1181000,208.4653640,-35.3146536,1.207,5.87
HIP 74890,78.6562000,229.5714974,-41.4210961,1.215,5.77
HIP 75092,81.6696000,230.1724206,-25.9910525,1.02,4.53
HIP 78530,136.7590000,240.4810052,-21.9804920,1.368,2.11
HIP 8152,101.6940000,26.2092533,-18.4013844,-0.08,0.96
HIP 8541,155.1210000,27.5271962,-54.4651633,1.405,7.83
HIP 90988,94.0349000,278.3892816,-50.2116920,0.89,3.94
HIP 91258,45.8846000,279.2211173,61.7015065,-0.222,1.00
HIP 94235,58.5146000,287.7411441,-60.2726358,0.138,1.09
HIP 9618,67.5478000,30.9050061,21.2813274,-0.072,0.96
HIP 97166,65.9501000,296.2446203,74.0628577,-0.325,0.84
HIP 97233,102.2750000,296.4221207,-0.6968794,1.204,5.34
HN Lib,6.2444200,218.5684823,-12.5170062,-1.995,0.30
HR 858,31.9640000,42.9849779,-30.8140609,0.371,1.31
HR 8799,41.2441000,346.8701486,21.1340376,0.733,1.49
HS Psc,37.6604000,24.3473790,26.9528036,-0.914,0.65
K2-10,272.3600000,172.1216476,1.6906217,-0.101,0.97
K2-100,188.9590000,129.6010863,20.1060074,0.25,1.19
K2-101,188.3300000,130.3439097,18.9338205,-0.552,0.80
K2-102,188.1750000,130.0558953,19.7787519,-0.609,0.77
K2-104,189.2890000,129.6366594,19.7737202,-1.428,0.50
K2-105,197.9890000,125.4202985,13.4975122,-0.189,0.92
K2-108,477.2950000,123.3818484,16.4195160,0.405,1.76
K2-110,116.4740000,207.3497402,-12.2849182,-0.567,0.71
K2-111,200.3940000,59.8903081,21.2985263,0.279,1.23
K2-113,635.7220000,19.4493823,6.8688469,0.009,1.05
K2-114,475.7580000,127.8829120,11.9222550,-0.395,0.88
K2-115,413.5910000,126.5535002,12.2818510,-0.145,0.86
K2-117,101.6320000,133.8557342,10.4692176,-1.354,0.51
K2-119,365.5810000,132.0098683,16.9017663,-0.685,0.74
K2-121,169.3980000,126.9366624,17.5793267,-0.745,0.65
K2-122,72.0444000,126.4762179,20.3593384,-1.147,0.61
K2-123,161.5550000,134.4441404,21.4532748,-1.131,0.61
K2-124,140.3850000,133.6410515,23.1329509,-1.659,0.41
K2-126,102.9530000,203.5467021,-13.5769705,-0.878,0.67
K2-127,709.9990000,207.0782895,-11.5889878,-0.254,0.98
K2-132,609.8180000,182.1662666,-8.7472172,0.943,4.11
K2-133,75.1703000,70.1493775,25.0098135,-1.444,0.47
K2-136,59.2474000,67.4128615,22.8825674,-0.767,0.72
K2-140,347.9170000,188.1373172,-9.6076115,-0.049,0.99
K2-141,61.8736000,350.9170464,-1.1891827,-0.75,0.68
K2-146,79.3002000,130.0266951,19.0923416,-1.824,0.35
K2-147,90.5494000,293.8330329,-28.4984750,-1.292,0.55
K2-148,124.4580000,14.5176494,-0.1932580,-0.996,0.63
K2-149,123.6760000,9.8217519,7.2769939,-1.31,0.57
K2-150,102.4830000,18.3443908,8.9874328,-1.585,0.44
K2-151,69.4798000,19.3047733,9.5012663,-1.553,0.43
K2-152,108.4490000,181.6324078,-5.8274311,-1.06,0.63
K2-153,143.1250000,183.8088709,2.0208765,-1.367,0.49
K2-154,129.3560000,189.0015173,-2.6696217,-1.018,0.65
K2-155,72.7998000,65.4696140,21.3532633,-1.229,0.53
K2-167,80.8994000,336.5761233,-18.0116650,0.436,1.46
K2-172,249.7420000,335.3081368,-12.5569819,-0.202,0.86
K2-173,228.6410000,60.3752402,15.6251296,-0.06,1.00
K2-174,99.9293000,60.7929729,16.3471660,-0.773,0.76
K2-179,190.8100000,58.7967878,23.7567524,-0.523,0.71
K2-18,38.0266000,172.5601410,7.5878315,-1.591,0.44
K2-180,203.8960000,126.4643579,10.2465770,-0.439,0.70
K2-181,360.9110000,127.5541103,10.9101444,-0.013,1.06
K2-182,154.8300000,130.1800460,10.9829509,-0.392,0.79
K2-183,329.0410000,125.0071770,14.0194586,-0.132,0.97
K2-184,75.5857000,129.1405227,14.4618826,-0.399,0.77
K2-187,330.9160000,132.5235618,23.1924709,-0.196,0.92
K2-188,446.8210000,129.8137008,23.3574367,0.211,1.22
K2-189,242.1130000,203.6214411,-15.0365158,-0.219,0.87
K2-19,289.8270000,174.9602543,0.6035960,-0.292,0.84
K2-190,160.6790000,205.3630485,-13.1608686,-0.068,0.98
K2-191,287.1880000,201.6391407,-12.8066737,-0.345,0.89
K2-192,221.7530000,206.5823122,-11.5563527,-0.36,0.83
K2-193,411.9230000,205.2371043,-11.0093342,-0.076,0.98
K2-194,629.5100000,204.6089755,-8.9271609,0.363,1.31
K2-195,315.0140000,199.8315191,-8.5095364,-0.012,0.99
K2-197,247.6370000,202.3934779,-7.3739779,-0.114,0.92
K2-198,110.5670000,198.8436817,-6.4649888,-0.401,0.78
K2-199,107.5180000,208.9014508,-6.1360833,-0.721,0.70
K2-200,184.1310000,202.2512060,-4.6100532,-0.429,0.81
K2-21,83.6448000,340.3037846,-14.4893256,-0.985,0.65
K2-216,115.4610000,11.4802354,6.3470302,-0.721,0.72
K2-232,130.7200000,73.7667927,18.6543230,0.216,1.23
K2-233,67.5062000,230.4799011,-20.2317975,-0.523,0.74
K2-237,314.9950000,253.7688479,-28.7105836,0.371,1.26
K2-239,31.0849000,160.5941265,4.4413751,-1.796,0.36
K2-24,170.5620000,242.5734559,-24.9906029,0.158,1.21
K2-240,72.9105000,227.8493710,-17.8754464,-1.276,0.54
K2-25,44.9565000,63.2739346,15.2477027,-2.076,0.29
K2-26,99.0504000,94.2064312,24.5958335,-1.31,0.52
K2-261,213.2830000,163.0323119,0.4931670,0.346,1.64
K2-263,162.4810000,129.6821253,15.6806039,-0.26,0.85
K2-264,185.6050000,131.3583524,19.6984010,-1.481,0.47
K2-265,138.6710000,342.0316493,-14.4947789,-0.18,0.93
K2-266,77.5586000,157.9356855,0.9372782,-0.823,0.70
K2-268,327.7830000,133.7094899,11.8482712,-0.429,0.80
K2-269,360.7600000,130.1551381,13.0146799,0.468,1.50
K2-27,249.6450000,171.5151874,1.2306237,-0.27,0.89
K2-270,280.5180000,131.2665588,13.5497322,-0.518,0.83
K2-271,564.4540000,125.2239144,16.0907958,-0.05,1.02
K2-272,423.0650000,132.6211743,17.5423852,-0.302,0.82
K2-273,308.1050000,129.7768928,19.0100046,-0.353,0.87
K2-274,228.3270000,129.2823699,20.3992512,-0.509,0.73
K2-275,123.4380000,132.1698795,20.4550162,-0.593,0.74
K2-276,488.1520000,125.9528309,22.6339399,-0.405,0.89
K2-277,113.1230000,202.0161895,-15.9379749,-0.052,0.98
K2-278,786.4390000,203.3018653,-14.5041057,0.399,1.71
K2-279,182.9830000,204.7792935,-6.0417592,-0.205,0.89
K2-284,107.2720000,79.1407971,20.2549034,-1.013,0.61
K2-286,76.1486000,233.3698192,-16.7737113,-1.046,0.62
K2-288 B,65.6138000,55.4442857,18.2684913,-1.93,0.32
K2-29,178.4750000,62.6704220,24.4016558,-0.295,0.82
K2-291,90.0562000,76.4459400,21.5481990,-0.166,0.90
K2-3,44.0727000,172.3353708,-1.4551364,-1.231,0.55
K2-30,333.0420000,52.3420548,22.2993491,-0.128,1.06
K2-31,110.5270000,245.4405531,-23.5482730,-0.11,1.03
K2-315,56.9686000,228.0210932,-20.1081634,-2.387,0.20
K2-32,157.6820000,252.4260080,-19.5430504,-0.296,0.85
K2-329,233.2370000,351.1353785,-5.1641451,-0.325,0.82
K2-33,139.2680000,242.5613635,-19.3193831,-1.044,0.91
K2-330,160.1250000,126.8968265,11.6674131,0.477,1.47
K2-332,123.2020000,135.8832666,14.2504994,-2.065,0.29
K2-335,557.9930000,129.3896679,16.5220648,0.395,1.33
K2-336,239.2890000,133.8382032,16.7940663,-0.345,0.80
K2-337,421.6360000,127.7611370,16.9004702,0.25,1.26
K2-338,156.9510000,124.3609294,17.0241557,-0.836,0.63
K2-34,348.6460000,127.5787231,22.2359194,0.471,1.53
K2-340,738.1360000,127.9373409,19.0745863,-0.002,1.11
K2-345,162.4080000,132.7075876,21.7890367,-1.32,0.54
K2-346,105.5800000,125.9864854,22.6632260,-0.663,0.71
K2-347,320.3360000,126.3726821,23.2974061,-0.894,0.62
K2-349,453.5670000,199.0996546,-14.4447454,-0.366,0.79
K2-35,252.5960000,170.1031027,1.2858679,-0.719,0.78
K2-350,489.3680000,204.0355092,-14.0092516,-0.012,0.98
K2-351,694.7340000,206.6522408,-11.8049588,0.024,1.04
K2-354,91.7220000,129.1299193,10.1472175,-1.614,0.42
K2-36,109.7490000,169.4490102,3.8665038,-0.57,0.72
K2-365,187.2220000,238.8197061,-21.0269691,-0.014,1.06
K2-37,179.9430000,243.4509662,-24.7870527,-0.408,0.86
K2-371,442.8130000,128.0670932,11.6307099,-0.517,0.75
K2-372,463.8800000,130.7988719,13.0094226,-0.122,0.96
K2-375,696.1000000,130.5013137,20.3593003,0.396,1.55
K2-377,195.1490000,202.8978870,-12.0951142,-0.818,0.70
K2-378,687.9730000,205.1596569,-11.1172332,-0.567,0.74
K2-38,192.6900000,240.0333095,-23.1894196,0.037,1.06
K2-4,231.8280000,174.7455392,-3.9055746,-0.915,0.68
K2-415,21.8182000,137.2015437,11.8622503,-2.455,0.20
K2-416,120.3110000,349.2211822,-5.2015032,-1.27,0.55
K2-417,94.0424000,350.1417675,-10.0365901,-1.202,0.58
K2-419 A,268.6850000,135.0194934,13.2737056,-1.296,0.54
K2-53,138.0180000,244.1419684,-20.4005984,-0.579,0.82
K2-55,159.5220000,333.7518786,-17.2508002,-0.784,0.74
K2-58,181.7460000,333.8218395,-14.0498570,-0.398,0.84
K2-60,491.8700000,338.6062312,-13.7318044,0.282,1.45
K2-61,405.7320000,339.6748444,-13.5600447,-0.015,1.00
K2-62,112.4670000,334.3645089,-12.1874776,-0.727,0.70
K2-64,499.8910000,332.4138478,-11.4286687,-0.234,0.88
K2-70,232.9640000,338.4759328,-10.0849917,-0.429,0.79
K2-73,269.1830000,335.0256620,-9.0560881,0.076,1.06
K2-77,141.7310000,55.2285210,12.5724480,-0.498,0.79
K2-8,403.5130000,169.7935178,-0.2844389,-0.553,0.77
K2-81,252.3180000,57.4854562,14.5020556,-0.569,0.76
K2-83,125.5290000,59.9013782,15.5587994,-1.204,0.56
K2-85,97.2179000,59.4648290,18.4649505,-0.812,0.73
K2-89,86.0386000,57.0671234,20.4594885,-1.327,0.54
K2-9,82.9631000,176.2637240,0.0054085,-1.921,0.31
K2-90,134.1880000,59.1527391,22.4724517,-0.953,0.65
K2-91,62.5785000,63.2182348,24.2047218,-1.841,0.36
K2-95,179.8540000,129.3625717,18.9766197,-1.678,0.40
K2-98,518.6250000,126.4882114,11.5110933,0.504,1.51
K2-99,519.2290000,208.7737624,-5.4424943,0.961,2.73
KELT-1,268.4300000,0.3620995,39.3837953,0.562,1.46
KELT-10,188.4040000,284.5483823,-47.0033072,0.217,1.21
KELT-11,99.1596000,161.7069053,-9.3993646,0.744,2.72
KELT-12,368.0300000,267.6404906,36.5701761,0.892,2.37
KELT-14,250.1210000,108.3014090,-42.4097623,0.279,1.37
KELT-15,324.6830000,117.4149764,-52.1204471,0.412,1.48
KELT-16,444.5860000,314.2685227,31.6610186,0.401,1.36
KELT-17,226.5000000,125.6174070,13.7353093,0.876,1.65
KELT-18,321.3760000,216.5238248,59.4442735,0.857,1.91
KELT-19 A,300.2760000,111.5095293,7.6157759,0.978,1.83
KELT-20,136.4260000,294.6614126,31.2192001,1.104,1.56
KELT-21,470.8780000,304.8000322,32.5810446,0.905,1.64
KELT-23 A,126.2610000,232.1466406,66.3587097,0.034,1.00
KELT-24,96.5173000,161.9090273,71.6557270,0.565,1.51
KELT-3,210.2520000,148.6431193,40.3879446,0.489,1.47
KELT-4 A,218.0500000,157.0626200,25.5731366,0.535,1.60
KELT-6,240.7260000,195.9818362,30.6401450,0.493,1.58
KELT-7,136.6810000,78.2955912,33.3179532,0.758,1.73
KELT-8,197.5720000,283.3054489,24.1272483,0.265,1.39
KELT-9,204.4550000,307.8598998,39.9389161,1.724,2.36
KIC 3526061,401.2290000,285.1863974,38.6111112,1.215,5.86
KIC 5437945,1274.0100000,288.4749028,40.6512848,0.641,1.95
KIC 9663113,1594.7400000,297.0454037,46.3286653,0.792,2.22
KOI-12,399.3980000,297.4537402,41.0110188,0.626,1.49
KOI-142,376.8630000,291.1481028,40.6694130,-0.165,0.96
KOI-1599,1131.6400000,298.3738383,40.6184483,0.162,1.18
KOI-1783,865.7300000,289.3414629,46.9881550,0.213,1.18
Kepler-324,501.5740000,286.4714473,49.6490933,-0.308,0.86
Kepler-968,290.3240000,285.6025889,50.1120401,-0.763,0.70
KOI-217,914.6990000,294.8654667,46.2858128,-0.169,0.95
KOI-3503,887.0640000,293.1507654,41.7291532,0.3,1.31
KOI-351,848.2540000,284.4334642,49.3051239,0.269,1.25
KOI-3680,921.9860000,293.2815266,45.3096572,0.068,1.11
KOI-4777,172.2450000,287.2621474,42.0322257,-1.64,0.41
KOI-55,1231.0200000,296.3561853,41.0927315,1.36,0.20
KOI-7368,264.9950000,293.9476365,48.0652589,-0.316,1.00
KOI-7913 A,271.2770000,286.7485252,45.1587234,-0.768,0.77
KOI-94,477.0520000,297.3330716,41.8911186,0.43,1.43
Kepler-10,185.5060000,285.6792980,50.2414842,0.055,1.09
Kepler-100,304.6450000,291.3861294,41.9901394,0.411,1.56
Kepler-1000,1115.6200000,286.6854729,47.0981948,0.715,1.81
Kepler-1001,928.9780000,286.2739151,48.6186972,-0.279,0.84
Kepler-1003,941.9020000,292.0204349,44.8762427,0.282,1.28
Kepler-1005,567.8060000,286.2858998,43.3205085,0.136,1.18
Kepler-1008,282.5650000,296.5476395,44.9418307,-0.507,0.72
Kepler-1009,355.0190000,282.8598614,42.6658336,-0.987,0.69
Kepler-101,927.9810000,283.2555070,48.3552474,0.42,1.74
Kepler-1010,579.2730000,289.1926026,44.1493165,-0.412,0.79
Kepler-1011,736.7790000,297.4015491,46.8239976,-0.376,0.82
Kepler-1012,411.0770000,289.2962253,46.4579889,-0.194,0.89
Kepler-1013,422.2460000,290.2481023,44.4352935,-0.531,0.79
Kepler-1014,624.8000000,285.1219875,44.1105331,-0.337,0.81
Kepler-1015,739.3570000,292.7573088,43.4268439,0.559,1.55
Kepler-1016,1402.8200000,294.6136890,45.9846265,0.124,1.21
Kepler-1017,552.0580000,283.4692990,40.1325185,-0.161,0.88
Kepler-1018,1010.0100000,283.5967317,45.4078654,-0.082,1.01
Kepler-1019,194.1820000,283.7175909,47.2043818,-0.806,0.74
Kepler-102,107.7960000,281.4824731,47.2078263,-0.584,0.73
Kepler-1020,415.3580000,292.6724710,46.3772776,-0.436,0.73
Kepler-1021,810.0820000,295.2048999,42.5596699,-0.288,0.86
Kepler-1022,420.0420000,289.3520595,46.9736345,-0.858,0.68
Kepler-1023,694.1750000,289.0297232,49.7697034,-0.193,0.96
Kepler-1024,1087.4000000,291.9510277,38.2516419,-0.35,0.81
Kepler-1025,803.7760000,284.5102140,43.9615628,0.287,1.23
Kepler-1026,351.2390000,283.6053012,39.9979286,-0.617,0.70
Kepler-1027,405.1040000,287.5711746,42.8138159,0.011,1.18
Kepler-1028,607.9160000,289.5931004,49.7812447,-0.245,0.83
Kepler-1029,366.6560000,292.1328738,41.5474786,-0.62,0.72
Kepler-103,494.8320000,288.9845512,40.0644857,0.424,1.56
Kepler-1030,758.7020000,293.6819098,45.8175241,-0.553,0.72
Kepler-1033,1455.5000000,283.8450963,44.6090251,-0.126,0.97
Kepler-1034,654.5490000,286.1154093,37.9669464,-0.439,0.77
Kepler-1035,562.1160000,289.0422430,42.8824991,0.209,1.28
Kepler-1036,489.4350000,295.1817093,49.9458172,-0.202,0.89
Kepler-1037,446.9140000,296.3410342,47.1709335,-0.448,0.81
Kepler-1038,584.1360000,298.9721472,44.1323499,-0.362,0.80
Kepler-1039,306.9100000,298.3266169,45.3154212,-0.649,0.76
Kepler-104,400.7850000,287.6046621,42.1665104,0.089,1.05
Kepler-1040,482.1190000,283.1137663,48.1312774,-0.044,0.98
Kepler-1041,1485.8200000,293.8817361,49.6831419,0.489,1.67
Kepler-1043,903.3320000,281.6629579,47.5685927,-0.073,0.94
Kepler-1044,1278.9600000,293.1444017,46.6662155,0.031,1.02
Kepler-1045,942.4850000,284.1832668,45.0740897,-0.334,0.82
Kepler-1047,817.6470000,288.6462564,50.7889645,0.424,1.75
Kepler-1048,556.0060000,281.8983042,42.1657112,-0.409,1.08
Kepler-1049,162.0060000,287.3469567,47.7729078,-1.14,0.59
Kepler-105,459.2230000,287.8872376,46.2761224,0.097,1.05
Kepler-1050,490.4880000,282.9249847,48.6264015,0.059,1.03
Kepler-1051,829.3430000,295.1581062,40.8988186,0.524,1.44
Kepler-1052,943.4440000,295.3427300,46.6022134,-0.047,0.96
