id,radius,ra,dec,transparency,stellarradius
Kepler-1449,2006.4800000,288.2317293,50.5678345,0.509,1.77
Kepler-145,566.8500000,291.3877397,44.5290465,0.692,2.00
Kepler-1450,505.8290000,294.5536825,45.0813011,-0.768,0.66
Kepler-1451,1058.7200000,293.4464227,40.4098813,-0.119,0.93
Kepler-1452,996.3200000,292.4227920,38.2662824,0.721,2.20
Kepler-1453,1196.0400000,286.1255037,47.9475586,-0.14,0.90
Kepler-1454,780.5660000,284.2233265,48.8317229,-0.255,0.85
Kepler-1455,357.6210000,294.0830662,50.5027572,-1.141,0.58
Kepler-1456,370.3120000,286.9453381,43.8228023,-0.957,0.65
Kepler-1457,889.8850000,283.7705481,42.0272030,0.215,1.25
Kepler-1458,544.4500000,283.2115971,41.0380135,-0.24,0.81
Kepler-1459,455.4790000,282.4229401,46.0139761,-0.523,0.81
Kepler-146,716.7970000,294.1107631,38.7102222,0.148,1.13
Kepler-1460,553.2180000,285.5577888,44.0108221,-0.844,0.67
Kepler-1461,679.1060000,285.8305091,43.1983770,-0.645,0.68
Kepler-1462,1017.8200000,296.3975420,42.3969273,-0.314,0.80
Kepler-1463,1687.4700000,294.4872785,42.0069064,0.092,1.19
Kepler-1464,1151.7300000,287.2356828,38.7540824,0.43,1.71
Kepler-1465,359.4970000,289.8194222,51.9048541,-0.652,0.75
Kepler-1466,631.9490000,289.8312418,44.6098415,-0.023,1.02
Kepler-1467,852.8880000,295.0485389,45.3426781,-0.351,0.79
Kepler-1468,1899.2400000,293.5198289,41.2773671,0.531,1.84
Kepler-1469,1159.3000000,293.8213286,39.3913385,-0.274,0.90
Kepler-147,1042.0200000,287.9757213,39.0871680,0.427,1.57
Kepler-1470,590.6010000,288.6949475,39.8830802,-0.486,0.80
Kepler-1471,978.6780000,289.6649171,50.0200612,-0.199,0.88
Kepler-1472,1479.1400000,294.8526163,49.0574468,0.42,1.46
Kepler-1473,652.2530000,290.6365144,48.9961494,0.194,1.19
Kepler-1474,1180.9000000,294.6940261,45.8668090,0.029,1.09
Kepler-1475,1568.3800000,295.9482766,44.7530960,0.254,1.21
Kepler-1476,1002.7400000,284.5320743,43.9898971,-0.243,0.84
Kepler-1477,680.8280000,281.2985305,42.6856727,-0.196,1.04
Kepler-1478,1845.5800000,293.1650085,41.7461840,0.304,1.40
Kepler-1479,728.6680000,285.7119953,49.7067574,0.145,1.15
Kepler-148,791.1630000,289.7861626,46.8588176,-0.383,0.85
Kepler-1480,500.8920000,291.9998055,49.3018321,-0.449,0.80
Kepler-1481,459.0760000,289.4390075,49.7312226,-0.587,0.77
Kepler-1482,567.5560000,285.3138209,48.7252700,-0.083,0.98
Kepler-1483,1273.7800000,295.4097409,42.1507935,0.394,1.37
Kepler-1484,2879.8300000,292.6842738,38.1262604,0.796,2.66
Kepler-1485,615.6600000,298.0954404,44.7370612,0.28,1.28
Kepler-1486,1769.1400000,290.5903907,45.4396955,0.312,1.44
Kepler-1487,1014.6200000,295.4980737,38.6444499,0.557,1.54
Kepler-1488,905.8250000,286.6464265,49.9377735,0.587,1.98
Kepler-1489,1283.0500000,281.2957984,44.4654063,0.198,1.31
Kepler-149,571.0340000,285.8537014,38.3840916,-0.119,1.00
Kepler-1490,862.9200000,295.6935734,42.6094543,-0.319,0.77
Kepler-1491,2065.5900000,293.6297645,45.7406293,0.355,1.63
Kepler-1492,331.5530000,288.5970695,41.0363254,-0.754,0.68
Kepler-1494,1285.4800000,282.6573891,43.1625334,0.079,1.14
Kepler-1496,1307.6600000,293.9739359,45.3507167,0.304,1.39
Kepler-1499,309.8690000,283.9863480,41.6505091,-0.464,0.80
Kepler-15,739.4120000,296.2005506,49.1400304,-0.087,0.99
Kepler-150,891.0920000,288.2341025,40.5208970,-0.161,0.91
Kepler-1500,1217.8200000,288.8834740,39.7446547,0.275,1.30
Kepler-1501,749.0600000,289.9185890,42.0014280,0.202,1.09
Kepler-1502,1514.0200000,296.1079271,39.3199201,0.742,1.72
Kepler-1503,1225.5700000,293.7271604,42.8067119,-0.144,1.23
Kepler-1504,2435.9400000,289.7119947,50.1282265,0.468,1.88
Kepler-1505,495.1480000,292.0020614,41.7869639,0.149,1.26
Kepler-1506,2366.0200000,290.1498822,41.4645625,0.426,1.72
Kepler-1507,320.4780000,288.5616269,46.5361247,-0.324,0.81
Kepler-1508,1260.2800000,298.1188802,40.3750316,0.537,1.70
Kepler-1509,2002.9600000,283.7977792,46.9310139,0.399,1.55
Kepler-151,649.9190000,292.1627933,41.0231947,-0.334,0.81
Kepler-1510,1696.2500000,298.9591432,48.2578295,0.377,1.40
Kepler-1511,1475.6000000,288.4211892,43.1797730,0.838,1.96
Kepler-1513,349.2470000,289.7917561,39.2852655,-0.17,0.92
Kepler-1514,397.2920000,292.6274943,37.8601653,0.391,1.37
Kepler-1515,539.3210000,290.9739057,48.1782059,0.566,1.54
Kepler-1516,1358.9500000,291.4945795,44.5234227,0.446,1.68
Kepler-1517,847.2990000,287.8072115,43.1888008,0.879,1.89
Kepler-1518,903.5100000,300.3323404,44.9861065,0.691,1.57
Kepler-1519,1441.6300000,296.6679448,49.4617774,0.326,1.53
Kepler-152,441.0900000,286.8653826,41.9889571,-0.465,0.76
Kepler-1520,607.9170000,290.9662102,51.5047656,-0.673,0.73
Kepler-1521,206.9830000,292.6903779,37.8350549,-0.569,0.70
Kepler-1522,814.1250000,289.8432347,52.0702094,0.092,1.15
Kepler-1523,865.5960000,296.0540705,45.8270447,-0.099,0.99
Kepler-1524,381.7730000,293.8853557,39.5198348,-0.006,0.98
Kepler-1525,382.9890000,290.5594479,49.9428629,-0.011,1.06
Kepler-1526,555.5740000,285.1197266,38.8664618,-0.707,0.71
Kepler-1527,1842.1300000,297.4144457,46.0608077,0.482,1.66
Kepler-1528,817.5340000,287.4029864,46.5740084,-0.064,0.93
Kepler-1529,661.0140000,289.8707469,41.0407482,-0.52,0.76
Kepler-153,459.3680000,282.4605020,48.2570293,-0.446,0.71
Kepler-1530,489.8760000,288.1624396,48.1651530,-0.311,0.82
Kepler-1531,666.3340000,285.1466220,39.3708055,0.304,1.22
Kepler-1532,798.2460000,296.9027840,41.1981424,-0.141,0.86
Kepler-1533,966.8010000,295.9755645,44.7133739,0.662,1.70
Kepler-1535,897.7330000,286.6136850,38.8919507,0.165,1.17
Kepler-1536,387.2480000,291.5852554,45.7158742,-0.822,0.72
Kepler-1537,517.2920000,294.3853917,43.8254461,-0.423,0.82
Kepler-1538,1125.3000000,283.3456110,45.2743573,-0.085,0.90
Kepler-1539,748.3260000,284.2194566,44.2685146,-0.426,0.81
Kepler-154,915.2120000,289.7805393,49.8965624,0.033,1.05
Kepler-1540,244.9600000,283.3445555,41.2017544,-0.818,0.70
Kepler-1541,416.6920000,283.7870875,48.0296019,-0.336,0.80
Kepler-1542,399.1140000,285.7284757,42.6544651,0.07,1.15
Kepler-1543,921.7840000,297.1242915,47.0369876,0.487,1.33
Kepler-1544,335.0900000,297.2852168,49.2124526,-0.574,0.75
Kepler-1545,729.9640000,298.8988313,47.4630696,-0.277,0.93
Kepler-1546,931.9560000,297.5839183,41.5411993,-0.13,0.88
Kepler-1547,674.6950000,283.7640396,42.2220992,0.222,1.27
Kepler-1548,872.2790000,287.4711817,46.0805706,-0.307,0.75
Kepler-1549,803.0520000,286.0524399,39.0960281,-0.273,0.92
Kepler-155,293.4990000,288.4957831,51.0819286,-0.721,0.77
Kepler-1550,1179.0100000,287.7646113,38.2947076,0.119,1.09
Kepler-1551,1463.7200000,295.7855238,39.9078956,0.244,1.13
Kepler-1552,769.0960000,291.6768669,38.8749152,-0.201,1.11
Kepler-1553,692.5940000,291.9191348,39.0221769,-0.338,0.82
Kepler-1554,946.8470000,286.5760160,41.7415762,-0.393,0.78
Kepler-1555,2013.2700000,287.6354587,45.7160327,0.389,1.53
Kepler-1556,944.5400000,288.3969751,40.2131892,-0.231,0.82
Kepler-1557,1380.1600000,293.8813592,46.8388172,0.119,1.10
Kepler-1558,325.7370000,286.8194349,46.9117837,-0.48,0.77
Kepler-1559,614.8270000,292.2866565,42.0725948,-0.276,0.89
Kepler-156,443.4830000,290.2964214,37.7494271,-0.44,0.79
Kepler-1560,502.4970000,292.7846013,43.2160100,-0.034,1.00
Kepler-1561,839.0760000,296.9235822,43.5664628,-0.02,1.00
Kepler-1562,2060.7200000,294.4556567,46.7435353,0.491,1.76
Kepler-1564,908.8050000,290.5861316,46.6427486,-0.135,0.97
Kepler-1565,629.9300000,297.9529793,40.8067876,-0.564,0.73
Kepler-1566,466.5860000,283.5875459,40.5749018,-0.437,0.78
Kepler-1567,1206.1100000,286.6951530,40.2918894,-0.122,0.94
Kepler-1568,916.3130000,289.1826808,47.8733301,0.258,1.26
Kepler-1569,945.4540000,292.2046748,37.2212065,0.335,1.32
Kepler-157,773.7130000,291.0972257,38.8756049,0.091,1.13
Kepler-1570,918.9950000,299.8617842,45.8274232,0.414,1.72
Kepler-1571,675.3030000,300.9354067,45.5964836,0.194,1.33
Kepler-1572,946.6020000,281.8973341,46.7227061,0.373,1.46
Kepler-1573,1455.3600000,292.9883129,49.4849664,0.169,1.23
Kepler-1574,1384.1600000,292.1586689,49.6377914,0.156,1.22
Kepler-1575,1246.9200000,293.7432102,45.7615507,-0.037,0.98
Kepler-1576,460.9100000,289.0739641,40.3660239,-0.063,0.96
Kepler-1577,510.0290000,292.9552704,47.5730433,-0.607,0.75
Kepler-1578,1064.0500000,288.3021104,47.7756227,-0.165,0.89
Kepler-158,315.1770000,284.0323723,39.7815365,-0.757,0.65
Kepler-1580,1002.0200000,285.9687099,41.3635264,0.926,2.58
Kepler-1581,493.1750000,287.3713199,39.6036225,0.391,1.45
Kepler-1582,78.8906000,289.3765441,41.1580845,-2.389,0.21
Kepler-1583,403.9330000,286.3869335,47.0165188,-0.018,1.07
Kepler-1584,1416.3100000,287.7626791,43.2743929,0.252,1.23
Kepler-1585,944.4650000,296.1589897,44.5630457,-0.434,0.75
Kepler-1586,552.5500000,298.2026236,44.9258585,0.183,1.07
Kepler-1587,1026.4800000,292.6777294,49.6638666,0.326,1.38
Kepler-1588,924.1410000,288.2327232,48.0021967,0.32,1.48
Kepler-1589,1513.1400000,294.4418236,40.5716114,0.329,1.38
Kepler-159,373.7440000,297.0702037,40.8687340,-0.754,0.70
Kepler-1590,771.1520000,291.4079141,48.0178915,0.063,0.99
Kepler-1591,1419.5800000,296.5166659,44.6086233,0.434,1.51
Kepler-1592,1639.4700000,293.8506230,38.3977379,0.507,1.61
Kepler-1593,638.2490000,300.4882018,44.4606698,-0.696,0.72
Kepler-1594,976.8680000,293.6230451,47.9619127,0,0.97
Kepler-1595,845.0220000,285.7227502,43.0094855,-0.363,0.83
Kepler-1596,2146.2300000,285.5575066,49.3300866,0.431,1.70
Kepler-1597,1221.0500000,288.1639687,42.4810124,0.434,1.35
Kepler-1598,619.8620000,288.4691070,46.7836464,-0.039,0.95
Kepler-1599,1328.2000000,286.2208685,41.1511886,0.241,1.34
Kepler-160,937.0130000,287.7735730,42.8692755,0.019,1.08
Kepler-1600,1030.8100000,291.3993802,38.7877563,-0.339,0.87
Kepler-1601,644.4560000,285.5129496,38.0798390,0.085,1.05
Kepler-1602,629.8040000,293.5808607,40.4275396,0.201,1.11
Kepler-1603,2712.5800000,295.3298254,42.5349698,0.706,2.10
Kepler-1604,541.1890000,285.4106549,44.4122318,-0.527,0.78
Kepler-1606,831.2870000,286.3782987,43.0732287,-0.28,0.83
Kepler-1607,1286.1000000,296.0598685,42.6560582,0.709,2.17
Kepler-1609,1826.0400000,290.1465356,39.6658026,0.484,1.71
Kepler-161,434.6320000,290.5164698,43.0838642,-0.447,0.80
Kepler-1610,864.3310000,295.9049795,45.4054296,-0.483,0.73
Kepler-1612,764.7260000,291.2503022,45.6550536,-0.188,0.90
Kepler-1613,1508.3300000,289.8750066,43.4209318,0.638,1.92
Kepler-1614,1191.1900000,284.8713893,49.7758867,-0.271,0.94
Kepler-1615,1393.8300000,286.3592066,42.2273971,0.389,1.62
Kepler-1616,1137.8100000,286.5436691,45.3048716,0.638,1.80
Kepler-1617,898.3100000,287.9371747,46.4184781,0.341,1.38
Kepler-1618,1229.2500000,295.1753619,45.9308594,0.69,1.80
Kepler-1619,734.8500000,285.7035950,44.4221528,0.326,1.48
Kepler-162,855.6410000,297.2789115,43.7239693,0.155,1.21
Kepler-1621,1631.6600000,297.5885341,43.8411937,0.478,1.43
Kepler-1622,796.4770000,297.3288329,47.8154590,0.373,1.29
Kepler-1623,837.4810000,294.0826970,39.5560655,-0.172,0.88
Kepler-1624,258.9790000,292.5798564,37.3762616,-1.323,0.57
Kepler-1625,2310.1100000,295.4293220,39.8865068,0.437,1.88
Kepler-1626,1368.8300000,296.5004384,40.7212069,0.611,1.50
Kepler-1627,317.4370000,284.0566675,41.5767277,-0.303,0.75
Kepler-1629,336.0900000,280.2066276,43.7743281,-0.134,0.88
Kepler-163,689.8140000,295.0027458,46.9873389,-0.138,0.97
Kepler-1630,331.2130000,297.5083004,43.7110543,-0.646,0.72
Kepler-1631,1305.9900000,294.6325781,43.8076687,0.007,1.09
Kepler-1632,716.7600000,294.4948769,43.9135575,0.406,1.49
Kepler-1633,1114.9100000,288.5151733,44.9232545,0.646,1.84
Kepler-1634,617.3390000,294.0433990,45.1398201,-0.265,0.88
Kepler-1635,1069.4500000,285.3490542,45.5561768,-0.28,0.89
Kepler-1636,1947.5400000,294.0575681,46.4409844,0.237,1.39
Kepler-1638,1525.5200000,295.4823299,48.5244695,0.413,1.62
Kepler-1639,1031.3100000,283.0686510,48.8021209,0.145,1.03
Kepler-164,890.7580000,287.7808115,47.6298453,0.113,1.02
Kepler-1641,860.3700000,296.3594560,41.5745321,0.131,1.06
Kepler-1642,413.8730000,297.2121215,43.6437890,-0.405,0.81
Kepler-1643,341.7740000,300.4310076,44.7510129,-0.472,0.82
Kepler-1645,1202.4700000,297.4795142,48.4185820,0.336,1.52
Kepler-1646,127.5910000,287.5264859,42.9129356,-1.78,0.37
Kepler-1649,92.1913000,292.5029676,41.8299933,-2.26,0.23
Kepler-165,560.8850000,280.6909200,47.8096702,-0.472,0.73
Kepler-1650,134.3970000,297.7292296,42.8666919,-1.783,0.37
Kepler-1651,66.4074000,283.6282602,48.3908081,-1.418,0.46
Kepler-1654,568.1170000,282.1856949,44.4344617,0.09,1.18
Kepler-1655,213.2600000,286.6895986,39.2120802,0.143,1.08
Kepler-1656,185.8750000,284.4722473,39.9118890,0.021,1.05
Kepler-1658,788.2380000,294.3565559,38.9473424,1.206,3.91
Kepler-166,603.5300000,293.1600977,48.8812074,-0.385,0.78
Kepler-1663,337.9260000,290.4015156,48.8227234,-1.109,0.63
Kepler-1665,335.5150000,290.3962400,41.0399229,-0.45,0.78
Kepler-1666,1379.3700000,297.9516071,46.2647024,0.268,1.15
Kepler-1667,626.8190000,283.5329505,48.0943604,0.123,1.09
Kepler-1668,1335.6400000,297.3523076,46.0959309,-0.056,1.02
Kepler-1669,543.4440000,297.4303826,39.8478795,-0.803,0.71
Kepler-167,341.9080000,292.6585253,38.3455558,-0.57,0.73
Kepler-1670,2065.9800000,290.3264599,43.1217550,0.383,1.52
Kepler-1671,357.0590000,291.7484295,39.4467817,-0.266,0.93
Kepler-1672,391.1810000,297.9400971,40.2785566,0.179,1.09
Kepler-1673,727.1870000,285.6671724,48.7195865,0.179,1.13
Kepler-1674,1012.4800000,294.8160447,45.3060844,-0.206,0.88
Kepler-1675,651.1170000,283.8095478,41.0412517,0.129,1.13
Kepler-1677,735.3690000,298.4932730,47.0130566,0.265,1.25
Kepler-1678,847.3390000,292.5916297,38.3995629,-0.162,0.83
Kepler-1679,909.2800000,293.9005786,50.4270507,-0.201,0.87
Kepler-168,1343.6000000,294.7101832,39.8250437,0.361,1.39
Kepler-1680,310.3150000,297.0746571,39.9338893,-0.524,0.72
Kepler-1682,1159.8500000,293.9835827,39.5728474,-0.196,0.84
Kepler-1683,733.1430000,298.4501035,44.2840193,-0.198,0.90
Kepler-1684,621.9960000,294.0054181,46.3106625,-0.707,0.67
Kepler-1685,1141.8900000,296.1882618,43.9368118,-0.245,0.84
Kepler-1686,729.8230000,291.6067189,42.0359783,0.141,1.20
Kepler-1687,417.0140000,289.7428363,50.7870626,-0.859,0.73
Kepler-1689,294.1220000,291.5741663,38.6559433,-0.016,1.00
Kepler-169,406.5290000,285.9999204,40.9193822,-0.496,0.77
Kepler-1690,703.7890000,288.1566649,41.8779417,-0.243,0.86
Kepler-1691,1267.6700000,286.2543962,41.0218373,0.175,1.13
Kepler-1692,591.0190000,286.9241804,47.0537092,-0.324,0.87
Kepler-1693,760.0650000,290.2015581,48.1857799,-0.218,0.88
Kepler-1694,513.3290000,293.7936339,40.2410230,-0.508,0.76
Kepler-1695,791.1750000,293.6193001,46.4134015,-0.104,0.99
Kepler-1696,1506.3600000,295.5761011,42.0233639,0.139,1.20
Kepler-1697,247.7710000,287.6633310,43.4713782,-0.588,0.77
Kepler-1698,222.3450000,293.3450181,39.2577469,-0.518,0.74
Kepler-17,720.7530000,298.3952437,47.8149865,0.012,1.01
Kepler-170,738.6570000,284.5211975,41.6296562,-0.055,1.04
Kepler-1700,717.5970000,286.9497376,45.3537626,0.154,1.09
Kepler-1701,584.1420000,286.6088625,41.8892986,-0.351,0.84
Kepler-1702,857.1400000,284.9724842,44.5674794,-0.496,0.73
Kepler-1704,835.4550000,291.2012559,51.1442437,0.46,1.73
Kepler-1705,1633.4900000,301.5785316,44.3121639,0.354,1.26
Kepler-1708,1666.6900000,296.8241065,43.6248197,0.182,1.12
Kepler-1709,273.9460000,283.3748873,43.7883708,0.115,1.14
Kepler-171,863.8550000,296.7719082,41.7555958,-0.079,1.00
Kepler-1710,305.1930000,291.6832878,37.7514726,-0.143,0.91
Kepler-1712,156.2640000,284.9986980,50.1466922,-1.179,0.58
Kepler-1713,295.2930000,287.3456737,43.3783894,0.486,1.45
Kepler-1714,409.4600000,293.7164655,46.2266878,0.76,2.16
Kepler-1715,522.6050000,293.9297337,41.6029048,0.417,1.48
Kepler-1716,195.4390000,297.2717207,43.3330644,-0.624,0.70
Kepler-1717,1008.7900000,295.2126472,49.5621600,0.593,1.52
Kepler-1718,375.5220000,292.2349191,42.9094618,-0.04,0.93
Kepler-1719,905.4060000,284.7068546,38.9367566,0.526,1.84
Kepler-172,828.5920000,283.3684093,41.8218390,-0.032,1.09
Kepler-1720,629.4450000,296.8086813,47.1718557,-0.336,0.79
Kepler-1721,641.3740000,283.5441984,45.2256548,-0.407,0.78
Kepler-1722,772.2830000,296.6627402,41.2611985,-0.17,0.94
Kepler-1723,811.2780000,294.4627362,46.8214022,0.034,1.08
Kepler-1724,1060.7700000,296.1207272,47.9214736,0.055,1.08
Kepler-1725,558.6520000,294.3735518,40.1946345,0.199,1.10
Kepler-1726,390.5520000,284.3861498,45.7197342,-0.37,0.76
Kepler-1727,894.1870000,290.3336142,38.7282722,-0.251,0.89
Kepler-1728,651.7830000,287.0940046,39.0607801,-0.416,0.82
Kepler-1729,576.1810000,296.6939428,42.6261145,-0.663,0.80
Kepler-173,833.1650000,294.6466171,41.8840952,0.074,1.14
Kepler-1730,1427.0800000,281.9605834,43.7030386,0.075,1.16
Kepler-1731,169.9480000,291.2544229,36.7434302,-0.6,0.69
Kepler-1732,1289.4100000,292.2910129,37.5807686,0.296,1.37
Kepler-1733,2080.5100000,291.1384628,37.8592447,0.43,1.39
Kepler-1734,1482.8300000,294.1631670,41.4517316,0.144,1.13
Kepler-1735,245.3030000,281.0503476,47.1882005,-1.193,0.56
Kepler-1736,1430.0000000,289.7766991,38.2622374,0.402,1.57
Kepler-1738,1302.8700000,296.1313474,47.4388098,-0.005,1.02
Kepler-1739,783.6660000,296.2320536,47.6788626,-0.14,0.87
Kepler-174,384.7570000,287.4389454,43.8320052,-0.57,0.77
Kepler-1740,1061.7700000,293.8736630,38.9224548,-0.079,0.93
Kepler-1741,270.7390000,292.5770730,39.1209390,-1.242,0.54
Kepler-1742,669.5730000,286.9668086,44.9924315,-0.184,0.87
Kepler-1743,538.8070000,290.5523552,48.1262575,0.599,2.10
Kepler-1744,1091.6300000,291.0206823,42.4624633,-0.098,0.94
Kepler-1745,996.1050000,293.4689924,42.8223582,0.007,1.08
Kepler-1746,979.5410000,288.3203979,42.2613874,0.496,1.50
Kepler-1747,1321.3800000,284.2096557,45.2580820,-0.205,0.98
Kepler-1748,1083.2800000,285.9678970,45.7390789,-0.35,0.77
Kepler-1749,268.2000000,290.2945805,45.5645196,-0.95,0.62
Kepler-175,1312.3400000,289.5532320,43.8761160,0.194,1.27
Kepler-1750,1497.3300000,292.3514917,48.5110714,0.061,1.19
Kepler-1751,1291.4700000,284.8465476,49.6923412,0.036,1.06
Kepler-1752,962.8880000,290.8541401,51.2227435,-0.398,0.77
Kepler-1753,707.6880000,288.2366640,46.6058744,-0.56,0.70
Kepler-1754,718.9450000,295.4570818,50.0771838,-0.612,0.79
Kepler-1755,982.3830000,296.8460920,40.1385777,0.274,1.18
Kepler-1757,807.3080000,297.7397823,46.9418957,-0.369,0.82
Kepler-1758,1588.4100000,297.7968197,39.9213378,0.485,1.62
Kepler-1759,385.3480000,298.4656275,48.5593334,-0.563,0.73
Kepler-176,527.3210000,294.6679021,43.8532104,-0.404,0.82
Kepler-1761,221.1860000,284.1329728,49.1426325,-1.17,0.60
Kepler-1762,1663.7400000,290.4931471,39.7855117,0.331,1.27
Kepler-1763,756.4860000,294.1130368,40.3628861,0.274,1.28
Kepler-1764,1542.4800000,293.8799047,41.3938374,0.415,1.45
Kepler-1765,764.4560000,298.0144601,42.9574314,-0.136,0.89
Kepler-1766,501.2290000,294.2772343,46.6752351,0.175,1.22
Kepler-1767,820.5060000,293.6441248,46.9896696,-0.503,0.70
Kepler-1768,632.7660000,299.9572335,44.7718851,0.287,1.18
Kepler-1769,438.4120000,294.7433755,43.4611633,0.215,1.12
Kepler-177,1435.4400000,286.0471442,45.0532038,0.24,1.31
Kepler-1770,582.9420000,299.2502851,43.4103663,-0.209,0.86
Kepler-1772,871.5640000,289.4381201,39.2703594,0.472,1.84
Kepler-1773,681.2550000,286.2232284,38.2581676,0.405,1.41
Kepler-1774,816.5920000,288.5743991,40.9886069,0.19,1.17
Kepler-1775,657.0230000,286.4023452,38.7385674,0.246,1.27
Kepler-1776,690.3360000,291.5344017,47.0424958,0.164,1.13
Kepler-1777,619.1460000,290.3286455,37.7231188,-0.033,1.02
Kepler-1778,1276.2900000,287.3612976,43.7388000,0.098,1.08
Kepler-1779,908.5010000,300.4174607,45.6054854,-0.05,0.96
Kepler-178,716.0250000,287.1010275,46.8964033,-0.208,0.89
Kepler-1780,790.5160000,294.0839282,42.8095104,-0.217,0.90
Kepler-1781,962.6300000,291.7114906,42.3415097,-0.361,0.82
Kepler-1782,305.7920000,280.9261620,44.0878036,-0.556,0.74
Kepler-1783,264.0780000,297.0210984,41.3771655,-0.451,0.76
Kepler-1784,883.0450000,297.9541684,44.6674491,-0.121,0.97
Kepler-1785,745.7400000,295.7921797,47.6000699,0.003,1.02
Kepler-1786,863.9090000,292.5877743,38.5219827,0.159,1.22
Kepler-1787,778.6020000,289.0643042,47.1174041,-0.098,0.88
Kepler-1788,560.4450000,291.2243829,45.7780993,-0.611,0.76
Kepler-1789,611.4610000,282.8631419,41.7966332,-0.231,0.85
Kepler-179,605.6800000,298.6636163,47.7619329,-0.278,0.89
Kepler-1790,1070.1700000,294.5668577,46.0757312,0.383,1.39
Kepler-1792,601.0290000,294.8400788,39.0859757,-0.508,0.75
Kepler-1793,1189.8800000,291.9129477,40.9539265,-0.234,0.91
Kepler-1794,561.2290000,300.6196594,45.7888068,-0.611,0.68
Kepler-1796,825.8830000,301.5430397,44.6056251,0.118,1.02
Kepler-1797,1338.4900000,292.4642406,45.9682799,0.062,1.10
Kepler-1798,395.1960000,291.7262251,37.5289680,-0.957,0.64
Kepler-1799,2254.6900000,288.3086994,51.4783348,0.314,1.56
Kepler-18,433.0470000,298.0794448,44.7462480,-0.172,0.95
Kepler-180,695.6500000,295.5712566,49.7745140,-0.132,0.97
Kepler-1800,350.4550000,297.6513317,40.3524154,-0.188,0.99
Kepler-1801,839.3320000,295.1640095,39.2014024,-0.223,0.87
Kepler-1804,434.4560000,301.3428675,44.6721750,-0.512,0.78
Kepler-1805,221.6390000,285.0865387,40.8990506,-1.177,0.60
Kepler-1806,978.0660000,287.5349528,49.8016283,-0.435,0.78
Kepler-1807,1299.3200000,291.5494119,44.5272788,0.603,1.65
Kepler-1808,1022.0100000,287.2924737,39.3832039,-0.062,1.03
Kepler-1809,409.6020000,290.2651662,40.5484937,-0.471,0.80
Kepler-181,609.2830000,296.1512831,50.0957806,-0.379,0.81
Kepler-1810,1009.8700000,291.8129995,38.0880964,-0.158,0.93
Kepler-1811,1390.5600000,289.9793241,40.1427848,0.154,1.21
Kepler-1812,1409.1900000,298.0845087,40.2832525,0.28,1.15
Kepler-1814,726.3460000,285.2166767,41.2824449,-0.506,0.82
Kepler-1815,1006.6300000,300.1704720,43.9849048,-0.03,0.98
Kepler-1816,437.8230000,296.8509823,50.6987736,-0.531,0.75
Kepler-1817,748.5690000,282.0333419,44.4779955,-0.38,0.76
Kepler-1818,1034.5900000,284.3284866,40.5688741,0.261,1.29
Kepler-1819,1363.1900000,296.5600307,46.8574644,0.086,1.14
Kepler-182,1549.0900000,289.8301128,50.5862025,0.344,1.43
Kepler-1820,1425.3900000,296.7127400,48.2722828,-0.022,1.05
Kepler-1821,799.6990000,294.5254573,49.8724840,-0.124,0.95
Kepler-1822,897.5970000,297.2855000,41.3055733,-0.286,0.84
Kepler-1823,724.9710000,283.7547770,45.3351250,0.287,1.21
Kepler-1824,1040.1000000,296.7071957,41.2036197,0.171,1.02
Kepler-1825,430.2540000,292.5140647,42.6517554,-0.532,0.72
Kepler-1826,336.9520000,292.7700072,48.8998469,-1.122,0.60
Kepler-1828,871.8100000,292.4275963,37.3207616,-0.111,0.96
Kepler-1829,679.9210000,288.6644840,51.4983798,-0.394,0.83
Kepler-183,1050.6400000,293.5308112,39.3159329,0.026,1.07
Kepler-1830,1056.8800000,295.1390408,40.9790527,0.631,1.75
Kepler-1831,1053.4900000,295.3024604,49.5890456,-0.045,0.95
Kepler-1832,486.1740000,299.8517779,43.7320611,-0.337,0.81
Kepler-1833,591.6020000,290.8714239,45.4102813,0.437,1.48
Kepler-1834,500.3950000,294.6646789,39.7838461,-0.577,0.75
Kepler-1835,1404.3800000,280.3148152,43.9856885,0.078,1.13
Kepler-1836,1472.6200000,292.3150933,40.8387799,0.016,1.02
Kepler-1837,1229.1800000,288.2076012,45.6834463,-0.068,0.98
Kepler-1838,451.2420000,298.9917165,40.1422600,0.537,1.70
Kepler-1839,1136.6000000,294.2244432,50.0755761,0.192,1.31
Kepler-184,610.3260000,291.9518784,43.0746172,-0.225,0.87
Kepler-1840,513.1070000,298.5948803,41.4359643,-0.587,0.77
Kepler-1841,631.7000000,287.7069031,40.6852161,-0.278,0.86
Kepler-1842,923.5510000,286.2516039,42.3784353,-0.026,1.04
Kepler-1844,1804.3600000,292.6903973,37.9345682,0.226,1.36
Kepler-1845,710.7240000,292.9016226,38.2970320,-0.578,0.73
Kepler-1846,374.6150000,294.3909489,44.7629523,-0.53,0.75
Kepler-1847,1693.8600000,296.6014013,44.3252289,0.099,1.08
Kepler-1848,309.6960000,299.3814921,45.5920846,-0.513,0.81
Kepler-1849,631.8840000,285.2919300,41.2557275,-0.662,0.71
Kepler-185,466.7350000,282.4681674,43.8899464,-0.504,0.72
Kepler-1850,250.1990000,287.1428295,43.6161177,-0.81,0.70
Kepler-1851,1589.8100000,285.6737597,45.6398375,0.06,1.13
